TMO_AN,TMO_VS,TMO_EN,TMO_BG,TMO_CB,TMO_VB,Dop_AN,Dop_EN,Dop_AR,Dop_MF,FE
26,2.67,1.83,0.2,-0.1,0.2,44,2.2,1.34,0.055,0.9002
26,2.67,1.83,0.2,-0.1,0.2,44,2.2,1.34,0.06,0.9043
26,2.67,1.83,0.2,-0.1,0.2,44,2.2,1.34,0.065,0.9078
26,2.67,1.83,0.2,-0.1,0.2,44,2.2,1.34,0.07,0.9108
26,2.67,1.83,0.2,-0.1,0.2,44,2.2,1.34,0.075,0.9131
26,2.67,1.83,0.2,-0.1,0.2,44,2.2,1.34,0.08,0.9151
26,2.67,1.83,0.2,-0.1,0.2,44,2.2,1.34,0.085,0.9169
26,2.67,1.83,0.2,-0.1,0.2,44,2.2,1.34,0.09,0.9184
26,2.67,1.83,0.2,-0.1,0.2,44,2.2,1.34,0.095,0.9196
26,2.67,1.83,0.2,-0.1,0.2,44,2.2,1.34,0.1,0.9207
26,2.67,1.83,0.2,-0.1,0.2,47,1.93,1.44,0.01,0.7422
26,2.67,1.83,0.2,-0.1,0.2,47,1.93,1.44,0.015,0.7834
26,2.67,1.83,0.2,-0.1,0.2,47,1.93,1.44,0.02,0.8155
26,2.67,1.83,0.2,-0.1,0.2,47,1.93,1.44,0.025,0.8386
26,2.67,1.83,0.2,-0.1,0.2,47,1.93,1.44,0.03,0.8562
26,2.67,1.83,0.2,-0.1,0.2,47,1.93,1.44,0.035,0.8696
26,2.67,1.83,0.2,-0.1,0.2,47,1.93,1.44,0.04,0.8804
26,2.67,1.83,0.2,-0.1,0.2,47,1.93,1.44,0.045,0.8893
26,2.67,1.83,0.2,-0.1,0.2,47,1.93,1.44,0.05,0.8959
26,2.67,1.83,0.2,-0.1,0.2,47,1.93,1.44,0.055,0.9012
26,2.67,1.83,0.2,-0.1,0.2,47,1.93,1.44,0.06,0.9056
26,2.67,1.83,0.2,-0.1,0.2,47,1.93,1.44,0.065,0.909
26,2.67,1.83,0.2,-0.1,0.2,47,1.93,1.44,0.07,0.9119
26,2.67,1.83,0.2,-0.1,0.2,47,1.93,1.44,0.075,0.9143
26,2.67,1.83,0.2,-0.1,0.2,47,1.93,1.44,0.08,0.9163
26,2.67,1.83,0.2,-0.1,0.2,47,1.93,1.44,0.085,0.9181
26,2.67,1.83,0.2,-0.1,0.2,47,1.93,1.44,0.09,0.9196
26,2.67,1.83,0.2,-0.1,0.2,47,1.93,1.44,0.095,0.9208
26,2.67,1.83,0.2,-0.1,0.2,47,1.93,1.44,0.1,0.9219
26,3,1.83,2.2,0.28,2.48,27,1.88,1.25,0.01,0.615
26,3,1.83,2.2,0.28,2.48,27,1.88,1.25,0.015,0.6739
26,3,1.83,2.2,0.28,2.48,27,1.88,1.25,0.02,0.7212
26,3,1.83,2.2,0.28,2.48,27,1.88,1.25,0.025,0.7586
26,3,1.83,2.2,0.28,2.48,27,1.88,1.25,0.03,0.7856
26,3,1.83,2.2,0.28,2.48,27,1.88,1.25,0.035,0.8047
26,3,1.83,2.2,0.28,2.48,27,1.88,1.25,0.04,0.8182
26,3,1.83,2.2,0.28,2.48,27,1.88,1.25,0.045,0.8282
26,3,1.83,2.2,0.28,2.48,27,1.88,1.25,0.05,0.8365
26,3,1.83,2.2,0.28,2.48,27,1.88,1.25,0.055,0.8427
26,3,1.83,2.2,0.28,2.48,27,1.88,1.25,0.06,0.8479
26,3,1.83,2.2,0.28,2.48,27,1.88,1.25,0.065,0.8531
26,3,1.83,2.2,0.28,2.48,27,1.88,1.25,0.07,0.8574
26,3,1.83,2.2,0.28,2.48,27,1.88,1.25,0.075,0.8611
26,3,1.83,2.2,0.28,2.48,27,1.88,1.25,0.08,0.8642
26,3,1.83,2.2,0.28,2.48,27,1.88,1.25,0.085,0.8669
26,3,1.83,2.2,0.28,2.48,27,1.88,1.25,0.09,0.8692
26,3,1.83,2.2,0.28,2.48,27,1.88,1.25,0.095,0.8712
26,3,1.83,2.2,0.28,2.48,27,1.88,1.25,0.1,0.8729
26,3,1.83,2.2,0.28,2.48,28,1.91,1.24,0.01,0.62
26,3,1.83,2.2,0.28,2.48,28,1.91,1.24,0.015,0.6803
26,3,1.83,2.2,0.28,2.48,28,1.91,1.24,0.02,0.7272
26,3,1.83,2.2,0.28,2.48,28,1.91,1.24,0.025,0.7633
26,3,1.83,2.2,0.28,2.48,28,1.91,1.24,0.03,0.789
26,3,1.83,2.2,0.28,2.48,28,1.91,1.24,0.035,0.808
26,3,1.83,2.2,0.28,2.48,28,1.91,1.24,0.04,0.8216
26,3,1.83,2.2,0.28,2.48,28,1.91,1.24,0.045,0.8323
26,3,1.83,2.2,0.28,2.48,28,1.91,1.24,0.05,0.8413
26,3,1.83,2.2,0.28,2.48,28,1.91,1.24,0.055,0.8477
26,3,1.83,2.2,0.28,2.48,28,1.91,1.24,0.06,0.853
26,3,1.83,2.2,0.28,2.48,28,1.91,1.24,0.065,0.858
26,3,1.83,2.2,0.28,2.48,28,1.91,1.24,0.07,0.8623
26,3,1.83,2.2,0.28,2.48,28,1.91,1.24,0.075,0.866
26,3,1.83,2.2,0.28,2.48,28,1.91,1.24,0.08,0.869
26,3,1.83,2.2,0.28,2.48,28,1.91,1.24,0.085,0.8715
26,3,1.83,2.2,0.28,2.48,28,1.91,1.24,0.09,0.8735
26,3,1.83,2.2,0.28,2.48,28,1.91,1.24,0.095,0.8751
26,3,1.83,2.2,0.28,2.48,28,1.91,1.24,0.1,0.8767
26,3,1.83,2.2,0.28,2.48,29,1.9,1.28,0.01,0.6246
26,3,1.83,2.2,0.28,2.48,29,1.9,1.28,0.015,0.6857
26,3,1.83,2.2,0.28,2.48,29,1.9,1.28,0.02,0.731
26,3,1.83,2.2,0.28,2.48,29,1.9,1.28,0.025,0.7649
26,3,1.83,2.2,0.28,2.48,29,1.9,1.28,0.03,0.7898
26,3,1.83,2.2,0.28,2.48,29,1.9,1.28,0.035,0.8092
26,3,1.83,2.2,0.28,2.48,29,1.9,1.28,0.04,0.8232
26,3,1.83,2.2,0.28,2.48,29,1.9,1.28,0.045,0.835
26,3,1.83,2.2,0.28,2.48,29,1.9,1.28,0.05,0.8443
26,3,1.83,2.2,0.28,2.48,29,1.9,1.28,0.055,0.8511
26,3,1.83,2.2,0.28,2.48,29,1.9,1.28,0.06,0.8564
26,3,1.83,2.2,0.28,2.48,29,1.9,1.28,0.065,0.8615
26,3,1.83,2.2,0.28,2.48,29,1.9,1.28,0.07,0.8658
26,3,1.83,2.2,0.28,2.48,29,1.9,1.28,0.075,0.8692
26,3,1.83,2.2,0.28,2.48,29,1.9,1.28,0.08,0.8722
26,3,1.83,2.2,0.28,2.48,29,1.9,1.28,0.085,0.8747
26,3,1.83,2.2,0.28,2.48,29,1.9,1.28,0.09,0.8769
26,3,1.83,2.2,0.28,2.48,29,1.9,1.28,0.095,0.8787
26,3,1.83,2.2,0.28,2.48,29,1.9,1.28,0.1,0.8802
26,3,1.83,2.2,0.28,2.48,30,1.65,1.34,0.01,0.6301
26,3,1.83,2.2,0.28,2.48,30,1.65,1.34,0.015,0.6907
26,3,1.83,2.2,0.28,2.48,30,1.65,1.34,0.02,0.7337
26,3,1.83,2.2,0.28,2.48,30,1.65,1.34,0.025,0.767
26,3,1.83,2.2,0.28,2.48,30,1.65,1.34,0.03,0.7915
26,3,1.83,2.2,0.28,2.48,30,1.65,1.34,0.035,0.8106
26,3,1.83,2.2,0.28,2.48,30,1.65,1.34,0.04,0.8251
26,3,1.83,2.2,0.28,2.48,30,1.65,1.34,0.045,0.8364
26,3,1.83,2.2,0.28,2.48,30,1.65,1.34,0.05,0.8459
26,3,1.83,2.2,0.28,2.48,30,1.65,1.34,0.055,0.8532
26,3,1.83,2.2,0.28,2.48,30,1.65,1.34,0.06,0.8586
26,3,1.83,2.2,0.28,2.48,30,1.65,1.34,0.065,0.8637
26,3,1.83,2.2,0.28,2.48,30,1.65,1.34,0.07,0.868
26,3,1.83,2.2,0.28,2.48,30,1.65,1.34,0.075,0.8716
26,3,1.83,2.2,0.28,2.48,30,1.65,1.34,0.08,0.8746
26,3,1.83,2.2,0.28,2.48,30,1.65,1.34,0.085,0.8771
26,3,1.83,2.2,0.28,2.48,30,1.65,1.34,0.09,0.8793
26,3,1.83,2.2,0.28,2.48,30,1.65,1.34,0.095,0.8812
26,3,1.83,2.2,0.28,2.48,30,1.65,1.34,0.1,0.8828
26,3,1.83,2.2,0.28,2.48,44,2.2,1.34,0.01,0.6749
26,3,1.83,2.2,0.28,2.48,44,2.2,1.34,0.015,0.7231
26,3,1.83,2.2,0.28,2.48,44,2.2,1.34,0.02,0.7617
26,3,1.83,2.2,0.28,2.48,44,2.2,1.34,0.025,0.7901
26,3,1.83,2.2,0.28,2.48,44,2.2,1.34,0.03,0.8116
26,3,1.83,2.2,0.28,2.48,44,2.2,1.34,0.035,0.8266
26,3,1.83,2.2,0.28,2.48,44,2.2,1.34,0.04,0.8393
26,3,1.83,2.2,0.28,2.48,44,2.2,1.34,0.045,0.8496
26,3,1.83,2.2,0.28,2.48,44,2.2,1.34,0.05,0.8578
26,3,1.83,2.2,0.28,2.48,44,2.2,1.34,0.055,0.8645
26,3,1.83,2.2,0.28,2.48,44,2.2,1.34,0.06,0.8708
26,3,1.83,2.2,0.28,2.48,44,2.2,1.34,0.065,0.8762
26,3,1.83,2.2,0.28,2.48,44,2.2,1.34,0.07,0.8803
26,3,1.83,2.2,0.28,2.48,44,2.2,1.34,0.075,0.8838
26,3,1.83,2.2,0.28,2.48,44,2.2,1.34,0.08,0.8867
26,3,1.83,2.2,0.28,2.48,44,2.2,1.34,0.085,0.8893
26,3,1.83,2.2,0.28,2.48,44,2.2,1.34,0.09,0.8915
26,3,1.83,2.2,0.28,2.48,44,2.2,1.34,0.095,0.8934
26,3,1.83,2.2,0.28,2.48,44,2.2,1.34,0.1,0.8951
26,3,1.83,2.2,0.28,2.48,47,1.93,1.44,0.01,0.6786
26,3,1.83,2.2,0.28,2.48,47,1.93,1.44,0.015,0.7264
26,3,1.83,2.2,0.28,2.48,47,1.93,1.44,0.02,0.764
26,3,1.83,2.2,0.28,2.48,47,1.93,1.44,0.025,0.7922
26,3,1.83,2.2,0.28,2.48,47,1.93,1.44,0.03,0.8131
26,3,1.83,2.2,0.28,2.48,47,1.93,1.44,0.035,0.8284
26,3,1.83,2.2,0.28,2.48,47,1.93,1.44,0.04,0.8407
26,3,1.83,2.2,0.28,2.48,47,1.93,1.44,0.045,0.8512
26,3,1.83,2.2,0.28,2.48,47,1.93,1.44,0.05,0.8595
26,3,1.83,2.2,0.28,2.48,47,1.93,1.44,0.055,0.8661
26,3,1.83,2.2,0.28,2.48,47,1.93,1.44,0.06,0.8722
26,3,1.83,2.2,0.28,2.48,47,1.93,1.44,0.065,0.8777
26,3,1.83,2.2,0.28,2.48,47,1.93,1.44,0.07,0.8817
26,3,1.83,2.2,0.28,2.48,47,1.93,1.44,0.075,0.885
26,3,1.83,2.2,0.28,2.48,47,1.93,1.44,0.08,0.8878
26,3,1.83,2.2,0.28,2.48,47,1.93,1.44,0.085,0.8903
26,3,1.83,2.2,0.28,2.48,47,1.93,1.44,0.09,0.8925
26,3,1.83,2.2,0.28,2.48,47,1.93,1.44,0.095,0.8944
26,3,1.83,2.2,0.28,2.48,47,1.93,1.44,0.1,0.896
27,2.67,1.88,1.5,0.68,2.18,26,1.83,1.26,0.01,0.6279
27,2.67,1.88,1.5,0.68,2.18,26,1.83,1.26,0.015,0.6942
27,2.67,1.88,1.5,0.68,2.18,26,1.83,1.26,0.02,0.7431
27,2.67,1.88,1.5,0.68,2.18,26,1.83,1.26,0.025,0.7804
27,2.67,1.88,1.5,0.68,2.18,26,1.83,1.26,0.03,0.8059
27,2.67,1.88,1.5,0.68,2.18,26,1.83,1.26,0.035,0.8255
27,2.67,1.88,1.5,0.68,2.18,26,1.83,1.26,0.04,0.8399
27,2.67,1.88,1.5,0.68,2.18,26,1.83,1.26,0.045,0.8509
27,2.67,1.88,1.5,0.68,2.18,26,1.83,1.26,0.05,0.8581
27,2.67,1.88,1.5,0.68,2.18,26,1.83,1.26,0.055,0.8641
27,2.67,1.88,1.5,0.68,2.18,26,1.83,1.26,0.06,0.8687
27,2.67,1.88,1.5,0.68,2.18,26,1.83,1.26,0.065,0.8723
27,2.67,1.88,1.5,0.68,2.18,26,1.83,1.26,0.07,0.8752
27,2.67,1.88,1.5,0.68,2.18,26,1.83,1.26,0.075,0.8778
27,2.67,1.88,1.5,0.68,2.18,26,1.83,1.26,0.08,0.8801
27,2.67,1.88,1.5,0.68,2.18,26,1.83,1.26,0.085,0.8821
27,2.67,1.88,1.5,0.68,2.18,26,1.83,1.26,0.09,0.8839
27,2.67,1.88,1.5,0.68,2.18,26,1.83,1.26,0.095,0.8855
27,2.67,1.88,1.5,0.68,2.18,26,1.83,1.26,0.1,0.887
27,2.67,1.88,1.5,0.68,2.18,28,1.91,1.24,0.01,0.6356
27,2.67,1.88,1.5,0.68,2.18,28,1.91,1.24,0.015,0.7047
27,2.67,1.88,1.5,0.68,2.18,28,1.91,1.24,0.02,0.754
27,2.67,1.88,1.5,0.68,2.18,28,1.91,1.24,0.025,0.7909
27,2.67,1.88,1.5,0.68,2.18,28,1.91,1.24,0.03,0.8146
27,2.67,1.88,1.5,0.68,2.18,28,1.91,1.24,0.035,0.8317
27,2.67,1.88,1.5,0.68,2.18,28,1.91,1.24,0.04,0.845
27,2.67,1.88,1.5,0.68,2.18,28,1.91,1.24,0.045,0.8547
27,2.67,1.88,1.5,0.68,2.18,28,1.91,1.24,0.05,0.8624
27,2.67,1.88,1.5,0.68,2.18,28,1.91,1.24,0.055,0.868
27,2.67,1.88,1.5,0.68,2.18,28,1.91,1.24,0.06,0.8729
27,2.67,1.88,1.5,0.68,2.18,28,1.91,1.24,0.065,0.8771
27,2.67,1.88,1.5,0.68,2.18,28,1.91,1.24,0.07,0.8807
27,2.67,1.88,1.5,0.68,2.18,28,1.91,1.24,0.075,0.8835
27,2.67,1.88,1.5,0.68,2.18,28,1.91,1.24,0.08,0.8859
27,2.67,1.88,1.5,0.68,2.18,28,1.91,1.24,0.085,0.8879
27,2.67,1.88,1.5,0.68,2.18,28,1.91,1.24,0.09,0.8896
27,2.67,1.88,1.5,0.68,2.18,28,1.91,1.24,0.095,0.8913
27,2.67,1.88,1.5,0.68,2.18,28,1.91,1.24,0.1,0.8929
27,2.67,1.88,1.5,0.68,2.18,29,1.9,1.28,0.01,0.639
27,2.67,1.88,1.5,0.68,2.18,29,1.9,1.28,0.015,0.7068
27,2.67,1.88,1.5,0.68,2.18,29,1.9,1.28,0.02,0.7557
27,2.67,1.88,1.5,0.68,2.18,29,1.9,1.28,0.025,0.7924
27,2.67,1.88,1.5,0.68,2.18,29,1.9,1.28,0.03,0.8164
27,2.67,1.88,1.5,0.68,2.18,29,1.9,1.28,0.035,0.8341
27,2.67,1.88,1.5,0.68,2.18,29,1.9,1.28,0.04,0.8472
27,2.67,1.88,1.5,0.68,2.18,29,1.9,1.28,0.045,0.8563
27,2.67,1.88,1.5,0.68,2.18,29,1.9,1.28,0.05,0.8638
27,2.67,1.88,1.5,0.68,2.18,29,1.9,1.28,0.055,0.8698
27,2.67,1.88,1.5,0.68,2.18,29,1.9,1.28,0.06,0.8749
27,2.67,1.88,1.5,0.68,2.18,29,1.9,1.28,0.065,0.8793
27,2.67,1.88,1.5,0.68,2.18,29,1.9,1.28,0.07,0.8829
27,2.67,1.88,1.5,0.68,2.18,29,1.9,1.28,0.075,0.8857
27,2.67,1.88,1.5,0.68,2.18,29,1.9,1.28,0.08,0.8881
27,2.67,1.88,1.5,0.68,2.18,29,1.9,1.28,0.085,0.8901
27,2.67,1.88,1.5,0.68,2.18,29,1.9,1.28,0.09,0.8918
27,2.67,1.88,1.5,0.68,2.18,29,1.9,1.28,0.095,0.8935
27,2.67,1.88,1.5,0.68,2.18,29,1.9,1.28,0.1,0.895
27,2.67,1.88,1.5,0.68,2.18,30,1.65,1.34,0.01,0.6428
27,2.67,1.88,1.5,0.68,2.18,30,1.65,1.34,0.015,0.7084
27,2.67,1.88,1.5,0.68,2.18,30,1.65,1.34,0.02,0.7566
27,2.67,1.88,1.5,0.68,2.18,30,1.65,1.34,0.025,0.7926
27,2.67,1.88,1.5,0.68,2.18,30,1.65,1.34,0.03,0.8178
27,2.67,1.88,1.5,0.68,2.18,30,1.65,1.34,0.035,0.8356
27,2.67,1.88,1.5,0.68,2.18,30,1.65,1.34,0.04,0.849
27,2.67,1.88,1.5,0.68,2.18,30,1.65,1.34,0.045,0.8585
27,2.67,1.88,1.5,0.68,2.18,30,1.65,1.34,0.05,0.8661
27,2.67,1.88,1.5,0.68,2.18,30,1.65,1.34,0.055,0.872
27,2.67,1.88,1.5,0.68,2.18,30,1.65,1.34,0.06,0.8769
27,2.67,1.88,1.5,0.68,2.18,30,1.65,1.34,0.065,0.8812
27,2.67,1.88,1.5,0.68,2.18,30,1.65,1.34,0.07,0.8846
27,2.67,1.88,1.5,0.68,2.18,30,1.65,1.34,0.075,0.8872
27,2.67,1.88,1.5,0.68,2.18,30,1.65,1.34,0.08,0.8895
27,2.67,1.88,1.5,0.68,2.18,30,1.65,1.34,0.085,0.8915
27,2.67,1.88,1.5,0.68,2.18,30,1.65,1.34,0.09,0.8931
27,2.67,1.88,1.5,0.68,2.18,30,1.65,1.34,0.095,0.8949
27,2.67,1.88,1.5,0.68,2.18,30,1.65,1.34,0.1,0.8963
27,2.67,1.88,1.5,0.68,2.18,44,2.2,1.34,0.01,0.6753
27,2.67,1.88,1.5,0.68,2.18,44,2.2,1.34,0.015,0.7276
27,2.67,1.88,1.5,0.68,2.18,44,2.2,1.34,0.02,0.7686
27,2.67,1.88,1.5,0.68,2.18,44,2.2,1.34,0.025,0.7992
27,2.67,1.88,1.5,0.68,2.18,44,2.2,1.34,0.03,0.824
27,2.67,1.88,1.5,0.68,2.18,44,2.2,1.34,0.035,0.8426
27,2.67,1.88,1.5,0.68,2.18,44,2.2,1.34,0.04,0.856
27,2.67,1.88,1.5,0.68,2.18,44,2.2,1.34,0.045,0.8664
27,2.67,1.88,1.5,0.68,2.18,44,2.2,1.34,0.05,0.8746
27,2.67,1.88,1.5,0.68,2.18,44,2.2,1.34,0.055,0.8812
27,2.67,1.88,1.5,0.68,2.18,44,2.2,1.34,0.06,0.8867
27,2.67,1.88,1.5,0.68,2.18,44,2.2,1.34,0.065,0.8909
27,2.67,1.88,1.5,0.68,2.18,44,2.2,1.34,0.07,0.8939
27,2.67,1.88,1.5,0.68,2.18,44,2.2,1.34,0.075,0.8965
27,2.67,1.88,1.5,0.68,2.18,44,2.2,1.34,0.08,0.8985
27,2.67,1.88,1.5,0.68,2.18,44,2.2,1.34,0.085,0.9004
27,2.67,1.88,1.5,0.68,2.18,44,2.2,1.34,0.09,0.9023
27,2.67,1.88,1.5,0.68,2.18,44,2.2,1.34,0.095,0.9038
27,2.67,1.88,1.5,0.68,2.18,44,2.2,1.34,0.1,0.9051
27,2.67,1.88,1.5,0.68,2.18,47,1.93,1.44,0.01,0.6777
27,2.67,1.88,1.5,0.68,2.18,47,1.93,1.44,0.015,0.7294
27,2.67,1.88,1.5,0.68,2.18,47,1.93,1.44,0.02,0.7697
27,2.67,1.88,1.5,0.68,2.18,47,1.93,1.44,0.025,0.8001
27,2.67,1.88,1.5,0.68,2.18,47,1.93,1.44,0.03,0.8242
27,2.67,1.88,1.5,0.68,2.18,47,1.93,1.44,0.035,0.8428
27,2.67,1.88,1.5,0.68,2.18,47,1.93,1.44,0.04,0.8565
27,2.67,1.88,1.5,0.68,2.18,47,1.93,1.44,0.045,0.8669
27,2.67,1.88,1.5,0.68,2.18,47,1.93,1.44,0.05,0.8751
27,2.67,1.88,1.5,0.68,2.18,47,1.93,1.44,0.055,0.8816
27,2.67,1.88,1.5,0.68,2.18,47,1.93,1.44,0.06,0.8873
27,2.67,1.88,1.5,0.68,2.18,47,1.93,1.44,0.065,0.8917
27,2.67,1.88,1.5,0.68,2.18,47,1.93,1.44,0.07,0.8949
27,2.67,1.88,1.5,0.68,2.18,47,1.93,1.44,0.075,0.8975
27,2.67,1.88,1.5,0.68,2.18,47,1.93,1.44,0.08,0.8996
27,2.67,1.88,1.5,0.68,2.18,47,1.93,1.44,0.085,0.9014
27,2.67,1.88,1.5,0.68,2.18,47,1.93,1.44,0.09,0.9032
27,2.67,1.88,1.5,0.68,2.18,47,1.93,1.44,0.095,0.9047
27,2.67,1.88,1.5,0.68,2.18,47,1.93,1.44,0.1,0.906
29,1,1.9,2.1,-0.7,1.3,26,1.83,1.26,0.01,0.929
29,1,1.9,2.1,-0.7,1.3,26,1.83,1.26,0.015,0.9492
29,1,1.9,2.1,-0.7,1.3,26,1.83,1.26,0.02,0.961
29,1,1.9,2.1,-0.7,1.3,26,1.83,1.26,0.025,0.9679
29,1,1.9,2.1,-0.7,1.3,26,1.83,1.26,0.03,0.9719
29,1,1.9,2.1,-0.7,1.3,26,1.83,1.26,0.035,0.9743
29,1,1.9,2.1,-0.7,1.3,26,1.83,1.26,0.04,0.9758
29,1,1.9,2.1,-0.7,1.3,26,1.83,1.26,0.045,0.977
29,1,1.9,2.1,-0.7,1.3,26,1.83,1.26,0.05,0.9775
29,1,1.9,2.1,-0.7,1.3,26,1.83,1.26,0.055,0.9779
29,1,1.9,2.1,-0.7,1.3,26,1.83,1.26,0.06,0.9781
29,1,1.9,2.1,-0.7,1.3,26,1.83,1.26,0.065,0.9782
29,1,1.9,2.1,-0.7,1.3,26,1.83,1.26,0.07,0.9783
29,1,1.9,2.1,-0.7,1.3,26,1.83,1.26,0.075,0.9783
29,1,1.9,2.1,-0.7,1.3,26,1.83,1.26,0.08,0.9784
29,1,1.9,2.1,-0.7,1.3,26,1.83,1.26,0.085,0.9784
29,1,1.9,2.1,-0.7,1.3,26,1.83,1.26,0.09,0.9784
29,1,1.9,2.1,-0.7,1.3,26,1.83,1.26,0.095,0.9784
29,1,1.9,2.1,-0.7,1.3,26,1.83,1.26,0.1,0.9783
29,1,1.9,2.1,-0.7,1.3,27,1.88,1.25,0.01,0.9313
29,1,1.9,2.1,-0.7,1.3,27,1.88,1.25,0.015,0.9513
29,1,1.9,2.1,-0.7,1.3,27,1.88,1.25,0.02,0.963
29,1,1.9,2.1,-0.7,1.3,27,1.88,1.25,0.025,0.9692
29,1,1.9,2.1,-0.7,1.3,27,1.88,1.25,0.03,0.9727
29,1,1.9,2.1,-0.7,1.3,27,1.88,1.25,0.035,0.9751
29,1,1.9,2.1,-0.7,1.3,27,1.88,1.25,0.04,0.9767
29,1,1.9,2.1,-0.7,1.3,27,1.88,1.25,0.045,0.9778
29,1,1.9,2.1,-0.7,1.3,27,1.88,1.25,0.05,0.9784
29,1,1.9,2.1,-0.7,1.3,27,1.88,1.25,0.055,0.9788
29,1,1.9,2.1,-0.7,1.3,27,1.88,1.25,0.06,0.979
29,1,1.9,2.1,-0.7,1.3,27,1.88,1.25,0.065,0.9792
29,1,1.9,2.1,-0.7,1.3,27,1.88,1.25,0.07,0.9793
29,1,1.9,2.1,-0.7,1.3,27,1.88,1.25,0.075,0.9793
29,1,1.9,2.1,-0.7,1.3,27,1.88,1.25,0.08,0.9793
29,1,1.9,2.1,-0.7,1.3,27,1.88,1.25,0.085,0.9793
29,1,1.9,2.1,-0.7,1.3,27,1.88,1.25,0.09,0.9793
29,1,1.9,2.1,-0.7,1.3,27,1.88,1.25,0.095,0.9793
29,1,1.9,2.1,-0.7,1.3,27,1.88,1.25,0.1,0.9793
29,1,1.9,2.1,-0.7,1.3,28,1.91,1.24,0.01,0.9321
29,1,1.9,2.1,-0.7,1.3,28,1.91,1.24,0.015,0.9519
29,1,1.9,2.1,-0.7,1.3,28,1.91,1.24,0.02,0.9634
29,1,1.9,2.1,-0.7,1.3,28,1.91,1.24,0.025,0.9698
29,1,1.9,2.1,-0.7,1.3,28,1.91,1.24,0.03,0.9733
29,1,1.9,2.1,-0.7,1.3,28,1.91,1.24,0.035,0.9755
29,1,1.9,2.1,-0.7,1.3,28,1.91,1.24,0.04,0.9771
29,1,1.9,2.1,-0.7,1.3,28,1.91,1.24,0.045,0.978
29,1,1.9,2.1,-0.7,1.3,28,1.91,1.24,0.05,0.9787
29,1,1.9,2.1,-0.7,1.3,28,1.91,1.24,0.055,0.9792
29,1,1.9,2.1,-0.7,1.3,28,1.91,1.24,0.06,0.9795
29,1,1.9,2.1,-0.7,1.3,28,1.91,1.24,0.065,0.9797
29,1,1.9,2.1,-0.7,1.3,28,1.91,1.24,0.07,0.9798
29,1,1.9,2.1,-0.7,1.3,28,1.91,1.24,0.075,0.9798
29,1,1.9,2.1,-0.7,1.3,28,1.91,1.24,0.08,0.9799
29,1,1.9,2.1,-0.7,1.3,28,1.91,1.24,0.085,0.9799
29,1,1.9,2.1,-0.7,1.3,28,1.91,1.24,0.09,0.9799
29,1,1.9,2.1,-0.7,1.3,28,1.91,1.24,0.095,0.9799
29,1,1.9,2.1,-0.7,1.3,28,1.91,1.24,0.1,0.9799
29,1,1.9,2.1,-0.7,1.3,30,1.65,1.34,0.01,0.9317
29,1,1.9,2.1,-0.7,1.3,30,1.65,1.34,0.015,0.951
29,1,1.9,2.1,-0.7,1.3,30,1.65,1.34,0.02,0.962
29,1,1.9,2.1,-0.7,1.3,30,1.65,1.34,0.025,0.9686
29,1,1.9,2.1,-0.7,1.3,30,1.65,1.34,0.03,0.9727
29,1,1.9,2.1,-0.7,1.3,30,1.65,1.34,0.035,0.9753
29,1,1.9,2.1,-0.7,1.3,30,1.65,1.34,0.04,0.977
29,1,1.9,2.1,-0.7,1.3,30,1.65,1.34,0.045,0.9781
29,1,1.9,2.1,-0.7,1.3,30,1.65,1.34,0.05,0.979
29,1,1.9,2.1,-0.7,1.3,30,1.65,1.34,0.055,0.9795
29,1,1.9,2.1,-0.7,1.3,30,1.65,1.34,0.06,0.98
29,1,1.9,2.1,-0.7,1.3,30,1.65,1.34,0.065,0.9802
29,1,1.9,2.1,-0.7,1.3,30,1.65,1.34,0.07,0.9804
29,1,1.9,2.1,-0.7,1.3,30,1.65,1.34,0.075,0.9804
29,1,1.9,2.1,-0.7,1.3,30,1.65,1.34,0.08,0.9805
29,1,1.9,2.1,-0.7,1.3,30,1.65,1.34,0.085,0.9805
29,1,1.9,2.1,-0.7,1.3,30,1.65,1.34,0.09,0.9805
29,1,1.9,2.1,-0.7,1.3,30,1.65,1.34,0.095,0.9806
29,1,1.9,2.1,-0.7,1.3,30,1.65,1.34,0.1,0.9806
29,1,1.9,2.1,-0.7,1.3,44,2.2,1.34,0.01,0.5244
29,1,1.9,2.1,-0.7,1.3,44,2.2,1.34,0.015,0.5291
29,1,1.9,2.1,-0.7,1.3,44,2.2,1.34,0.02,0.5349
29,1,1.9,2.1,-0.7,1.3,44,2.2,1.34,0.025,0.5397
29,1,1.9,2.1,-0.7,1.3,44,2.2,1.34,0.03,0.5392
29,1,1.9,2.1,-0.7,1.3,44,2.2,1.34,0.035,0.538
29,1,1.9,2.1,-0.7,1.3,44,2.2,1.34,0.04,0.5398
29,1,1.9,2.1,-0.7,1.3,44,2.2,1.34,0.045,0.5411
29,1,1.9,2.1,-0.7,1.3,44,2.2,1.34,0.05,0.5438
29,1,1.9,2.1,-0.7,1.3,44,2.2,1.34,0.055,0.548
29,1,1.9,2.1,-0.7,1.3,44,2.2,1.34,0.06,0.5528
29,1,1.9,2.1,-0.7,1.3,44,2.2,1.34,0.065,0.5569
29,1,1.9,2.1,-0.7,1.3,44,2.2,1.34,0.07,0.5608
29,1,1.9,2.1,-0.7,1.3,44,2.2,1.34,0.075,0.5646
