TMO_AN,TMO_VS,Mod_AN,Mod_MF,Support_AN,[NO3−],pH,potential,Mod_Method,Support_porous foam,Support_mesh,Support_fiber,Support_sheet,Morphology_particle,Morphology_sphere,Morphology_wire,Morphology_rod,Morphology_tube,Morphology_belt,Morphology_sheet,Faradaic efficiency
29,1,29,0,29,1,7,-0.2,1,1,0,0,0,0,0,1,0,0,0,0,0.3806
29,1,29,0,29,1,14,-0.4,1,1,0,0,0,0,0,1,0,0,0,0,0.4946
29,1,44,0.01,29,1,14,-0.4,0,1,0,0,0,0,0,1,0,0,0,0,0.75
29,1,44,0.01,29,1,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0.4656
29,1,44,0.01,29,3,14,-0.2,0,1,0,0,0,0,0,1,0,0,0,0,0.6325
29,2,30,0.015,29,0.01,7,-0.8,1,0,0,0,1,0,0,0,0,0,0,1,0.8648
29,2,29,0,29,0.1,14,-0.2,1,1,0,0,0,0,0,1,0,0,0,0,0.6804
23,5,23,0,6,0.1,1,-0.2,1,0,0,1,0,0,0,0,0,0,1,0,0.1857
23,5,26,0.046,6,0.1,1,-0.4,1,0,0,1,0,0,0,0,0,0,1,0,0.5646
23,5,26,0.046,6,0.1,1,-0.3,1,0,0,1,0,0,0,0,0,0,1,0,0.3896
30,2,29,0.3345,26,0.05,13,-0.6,0,0,1,0,0,0,0,1,0,0,0,0,0.7734
22,4,22,0,6,0.0036,7,-0.946,1,0,0,1,0,0,0,0,0,1,0,0,0.663
29,1,26,0.0347,26,0.1,14,-0.3,1,0,1,0,0,1,0,0,0,0,0,0,0.854
29,2,30,0.0347,26,0.1,14,-0.3,1,0,1,0,0,1,0,0,0,0,0,0,0.876
29,1,47,0.0347,26,0.0072,14,-0.15,1,0,1,0,0,1,0,0,0,0,0,0,0.78
22,4,22,0,22,0.1,13,-0.5,1,0,0,0,1,0,0,0,0,0,1,0,0.7971
22,4,27,0.0135,6,0.1,7.4,-0.72,0,0,0,1,0,0,0,0,0,0,0,1,0.729
22,4,27,0.0135,6,0.2,7.4,-0.72,0,0,0,1,0,0,0,0,0,0,0,1,0.779
22,4,27,0.0135,6,0.6,7.4,-0.72,0,0,0,1,0,0,0,0,0,0,0,1,0.748
26,3,26,0,6,0.1,14,-0.45,1,0,0,1,0,0,0,0,0,0,0,1,0.95
26,3,26,0,6,0.1,14,-0.5,1,0,0,1,0,0,0,0,0,0,0,1,0.941
26,2.67,26,0,6,0.1,13,-0.5,1,1,0,0,0,1,0,0,0,0,0,0,0.8855
26,2.67,26,0,26,0.1,13,-0.7,1,0,0,0,1,1,0,0,0,0,0,0,0.8561
26,3,26,0,6,0.1,14,-0.3,1,0,0,1,0,0,0,0,0,0,0,1,0.8397
26,2.67,29,0.112,6,0.1,13,-0.6,1,0,0,1,0,0,0,0,0,0,0,1,0.787
27,2.67,27,0,6,0.025,7,-1,1,0,0,1,0,0,0,1,0,0,0,0,0.6357
27,2.67,27,0,6,0.05,7,-1,1,0,0,1,0,0,0,1,0,0,0,0,0.6948
27,2.67,27,0,27,0.1,7,-0.8,1,1,0,0,0,0,0,0,0,1,0,0,0.9997
27,2.67,47,0.015,6,0.1008,7,-1.05,0,0,0,1,0,0,0,1,0,0,0,0,0.8919
27,2.67,47,0.015,6,0.0048,7,-0.65,0,0,0,1,0,0,0,1,0,0,0,0,0.9605
27,2.67,29,0.073,6,0.05,14,-0.3,1,0,0,1,0,0,1,0,0,0,0,0,0.8176
27,2.67,26,0.0645,6,0.1,13,-0.3,1,1,0,0,0,0,0,1,0,0,0,0,0.8579
29,1,29,0,29,0.1,14,-0.1,1,0,1,0,0,0,0,1,0,0,0,0,0.446
29,1,29,0,29,0.1,14,0,1,1,0,0,0,0,0,1,0,0,0,0,0.7458
29,1,29,0,29,0.1,14,-0.1,1,1,0,0,0,0,0,1,0,0,0,0,0.9066
29,1,29,0,29,0.1,14,-0.2,1,1,0,0,0,0,0,1,0,0,0,0,0.8876
29,2,29,0,29,0.1,14,-0.3,1,1,0,0,0,0,0,1,0,0,0,0,0.742
29,2,30,0.015,29,0.01,7,-0.7,1,0,0,0,1,0,0,0,0,0,0,1,0.956
29,1,44,0.01,29,1,7,-0.1,0,1,0,0,0,0,0,1,0,0,0,0,0.4878
29,1,44,0.01,29,1,7,-0.2,0,1,0,0,0,0,0,1,0,0,0,0,0.5065
29,1,44,0.01,29,1,7,-0.3,0,1,0,0,0,0,0,1,0,0,0,0,0.4953
23,5,26,0.046,6,0.1,1,-0.5,1,0,0,1,0,0,0,0,0,0,1,0,0.6336
23,5,26,0.046,6,0.1,14,-0.5,1,0,0,1,0,0,0,0,0,0,1,0,0.8588
23,5,26,0.046,6,0.1,1,-0.2,1,0,0,1,0,0,0,0,0,0,1,0,0.3468
30,2,29,0.3345,29,0.05,13,-0.6,0,1,0,0,0,0,0,1,0,0,0,0,0.8914
26,2.67,26,0,6,0.1,13,-0.5,1,0,0,1,0,1,0,0,0,0,0,0,0.912
29,1,30,0.0347,26,0.1,14,-0.3,1,0,1,0,0,1,0,0,0,0,0,0,0.893
29,1,28,0.0347,26,0.0072,14,0,1,0,1,0,0,1,0,0,0,0,0,0,0.629
29,2,26,0.0347,26,0.0072,14,-0.15,1,0,1,0,0,1,0,0,0,0,0,0,0.74
22,4,22,0,6,0.4,7.4,-0.72,1,0,0,1,0,0,0,0,0,0,0,1,0.627
22,4,22,0,22,0.1,13,-0.3,1,0,0,0,1,0,0,0,0,0,1,0,0.813
22,4,22,0,6,0.0072,7,-1.2,1,0,0,1,0,1,0,0,0,0,0,0,0.3913
22,4,29,0.029,6,0.4,7.4,-0.52,0,0,0,1,0,0,0,0,0,0,0,1,0.375
26,3,26,0,6,0.1,14,-0.35,1,0,0,1,0,0,0,0,0,0,0,1,0.8918
26,3,26,0,6,0.1,14,-0.4,1,0,0,1,0,0,0,0,0,0,0,1,0.943
26,2.67,26,0,6,0.1,13,-0.4,1,1,0,0,0,1,0,0,0,0,0,0,0.916
26,2.67,26,0,6,0.1,13,-0.2,1,1,0,0,0,1,0,0,0,0,0,0,0.7522
26,2.67,26,0,6,0.1,13,-0.3,1,1,0,0,0,1,0,0,0,0,0,0,0.8221
26,2.67,29,0.03,6,0.1,13,-0.6,1,0,0,1,0,0,0,0,0,0,0,1,0.9324
27,2.67,27,0,6,1,14,-0.5,1,0,0,1,0,0,1,0,0,0,0,0,0.9944
27,2.67,27,0,27,0.1,7,-1,1,1,0,0,0,0,0,0,0,1,0,0,0.9223
27,2.67,47,0.015,6,0.036,7,-0.65,0,0,0,1,0,0,0,1,0,0,0,0,0.9131
27,2.67,47,0.015,6,0.072,7,-0.65,0,0,0,1,0,0,0,1,0,0,0,0,0.9392
27,2.67,47,0.015,6,0.1008,7,-0.65,0,0,0,1,0,0,0,1,0,0,0,0,0.9476
27,2.67,47,0.015,6,0.144,7,-0.65,0,0,0,1,0,0,0,1,0,0,0,0,0.8915
27,2.67,29,0.073,6,1,14,0,1,0,0,1,0,0,1,0,0,0,0,0,0.2846
29,1,29,0,29,0.1,14,-0.3,1,1,0,0,0,0,0,1,0,0,0,0,0.8685
29,1,29,0,29,0.1,14,-0.4,1,1,0,0,0,0,0,1,0,0,0,0,0.81
29,1,29,0,29,1,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0.2748
29,2,29,0,29,0.1,14,-0.4,1,1,0,0,0,0,0,1,0,0,0,0,0.801
29,2,30,0.015,29,0.01,7,-0.6,1,0,0,0,1,0,0,0,0,0,0,1,0.8858
29,2,30,0.015,29,0.01,7,-0.5,1,0,0,0,1,0,0,0,0,0,0,1,0.8063
29,1,44,0.01,29,1,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0.2624
29,1,44,0.01,29,1,12,-0.1,0,1,0,0,0,0,0,1,0,0,0,0,0.5277
29,1,44,0.01,29,1,12,-0.2,0,1,0,0,0,0,0,1,0,0,0,0,0.5969
30,2,29,0.3345,28,0.05,13,-0.6,0,1,0,0,0,0,0,1,0,0,0,0,0.7576
30,2,29,0.3345,26,0.1,13,-0.8,0,0,1,0,0,0,0,1,0,0,0,0,0.1421
23,5,26,0.046,6,0.1,14,-0.8,1,0,0,1,0,0,0,0,0,0,1,0,0.8812
23,5,26,0.046,6,0.1,14,-0.6,1,0,0,1,0,0,0,0,0,0,1,0,0.9125
22,4,22,0,22,0.1,7.4,-0.7,1,0,0,0,1,0,0,0,0,0,1,0,0.637
29,1,28,0.0347,26,0.0072,14,-0.1,1,0,1,0,0,1,0,0,0,0,0,0,0.814
29,1,28,0.0347,26,0.0072,14,-0.15,1,0,1,0,0,1,0,0,0,0,0,0,0.882
29,1,26,0.0347,26,0.0072,14,-0.15,1,0,1,0,0,1,0,0,0,0,0,0,0.7
